	C1_s0_L001_R1_001_trimmed.fastqS.bam	C2_s0_L001_R1_001_trimmed.fastqS.bam	C3_s1_L001_R1_001_trimmed.fastqS.bam	C4_s0_L002_R1_001_trimmed.fastqS.bam	C5_s0_L002_R1_001_trimmed.fastqS.bam	NLA1_s0_L001_R1_001_trimmed.fastqS.bam	NLA2_s1_L001_R1_001_trimmed.fastqS.bam	NLA3_s0_L002_R1_001_trimmed.fastqS.bam	NLA4_s0_L002_R1_001_trimmed.fastqS.bam	NLA5_s0_L002_R1_001_trimmed.fastqS.bam	PLS1_s0_L001_R1_001_trimmed.fastqS.bam	PLS2_s0_L001_R1_001_trimmed.fastqS.bam	PLS3_s0_L002_R1_001_trimmed.fastqS.bam	PLS4_s0_L002_R1_001_trimmed.fastqS.bam	PLS5_s0_L002_R1_001_trimmed.fastqS.bam
hsa-miR-6090	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-610	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-611	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-612	4	6	2	6	2	0	1	1	0	0	1	1	0	2	1
hsa-miR-6124	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0
hsa-miR-6125	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6126	0	4	1	1	0	1	2	2	0	1	0	1	0	7	5
hsa-miR-6127	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6128	1	0	1	2	0	0	0	0	1	0	1	1	2	0	1
hsa-miR-6129	4	12	9	6	14	5	7	5	2	13	4	10	6	4	1
hsa-miR-613	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6130	17	75	55	63	131	40	33	38	23	108	50	54	92	96	43
hsa-miR-6131	370	568	488	627	880	1040	993	1485	875	1764	1385	2549	2762	4335	3045
hsa-miR-6132	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6133	27	54	35	60	87	23	19	28	17	50	29	32	58	48	15
hsa-miR-6134	1	2	4	2	1	1	1	0	0	0	0	0	0	0	1
hsa-miR-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-3p	5	4	2	2	2	7	4	1	2	3	4	2	2	8	2
hsa-miR-615-5p	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1
hsa-miR-616-3p	6	2	2	5	3	1	4	1	1	2	4	1	4	6	3
hsa-miR-616-5p	17	25	16	11	16	17	21	17	9	18	11	14	17	17	14
hsa-miR-6165	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0
hsa-miR-617	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-618	2	1	1	2	2	2	1	3	1	2	9	5	5	10	6
hsa-miR-619-3p	1	0	0	0	2	0	2	0	0	2	1	0	0	1	0
hsa-miR-619-5p	298	322	275	205	231	18	39	47	26	19	14	16	19	20	15
hsa-miR-620	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-621	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-622	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0
hsa-miR-623	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-3p	2	1	2	2	1	0	0	0	0	2	2	3	2	0	1
hsa-miR-624-5p	42	58	33	46	30	37	46	40	26	105	121	124	144	105	165
hsa-miR-625-3p	370	438	357	337	441	254	396	380	98	295	99	202	128	96	40
hsa-miR-625-5p	407	467	386	328	369	261	375	283	138	312	123	192	224	135	49
hsa-miR-626	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0
hsa-miR-627-3p	7	16	8	4	12	5	8	6	3	4	4	6	3	4	3
hsa-miR-627-5p	14	9	7	9	2	11	14	20	5	10	9	10	10	11	4
hsa-miR-628-3p	138	153	102	100	135	96	122	82	33	71	105	109	136	68	35
hsa-miR-628-5p	200	255	229	194	217	125	139	109	47	272	169	246	252	138	84
hsa-miR-629-3p	1	0	1	2	1	0	3	2	0	3	6	3	5	10	3
hsa-miR-629-5p	15	21	19	17	26	42	43	39	15	22	93	40	64	90	40
hsa-miR-630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-631	1	3	0	0	2	0	0	0	2	0	1	0	0	1	0
hsa-miR-632	1	0	1	1	0	0	1	2	0	1	1	0	0	1	0
hsa-miR-633	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
hsa-miR-634	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-636	4	0	5	1	1	5	3	3	1	2	1	5	0	1	0
hsa-miR-637	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-638	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-639	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
hsa-miR-640	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-641	140	152	107	96	102	84	71	51	21	39	96	73	148	77	39
hsa-miR-642a-3p	10	17	21	19	25	1	8	11	7	1	1	2	1	2	0
hsa-miR-642a-5p	18	19	12	22	29	8	16	15	4	17	2	5	2	2	3
hsa-miR-642b-3p	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0
hsa-miR-642b-5p	3	4	6	3	15	1	4	5	2	3	1	2	2	2	0
hsa-miR-643	3	7	1	0	4	2	2	4	0	1	1	2	1	1	1
hsa-miR-644a	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-645	0	0	2	0	0	1	1	2	0	0	0	1	0	1	0
hsa-miR-646	2	1	0	0	0	0	0	3	0	0	1	0	0	1	0
hsa-miR-647	0	1	1	3	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-648	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
hsa-miR-649	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6499-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6499-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-650	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
hsa-miR-6500-3p	23	32	18	40	44	24	53	49	3	17	15	27	52	29	22
hsa-miR-6500-5p	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0
hsa-miR-6501-3p	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1
hsa-miR-6501-5p	1	1	2	1	0	2	3	0	0	0	1	0	0	3	3
hsa-miR-6502-3p	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-6502-5p	2	1	1	0	5	1	4	1	1	1	1	1	3	2	1
hsa-miR-6503-3p	1	0	0	0	0	2	2	0	2	0	1	2	1	4	7
hsa-miR-6503-5p	0	1	0	0	2	1	0	0	0	0	0	0	1	4	3
hsa-miR-6504-3p	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6504-5p	2	4	5	2	2	2	1	7	0	3	3	2	0	1	0
hsa-miR-6505-3p	1	0	2	0	0	1	1	1	1	2	0	0	1	1	2
hsa-miR-6505-5p	5	5	2	2	4	1	4	4	1	1	2	5	4	3	1
hsa-miR-6506-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6506-5p	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
hsa-miR-6507-3p	3	1	2	0	1	4	1	0	1	1	0	0	0	0	0
hsa-miR-6507-5p	19	14	8	16	6	11	6	6	1	15	12	10	18	6	21
hsa-miR-6508-3p	0	3	0	0	1	0	1	2	1	3	0	0	0	2	1
hsa-miR-6508-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6509-3p	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0
hsa-miR-6509-5p	4	2	1	2	6	1	1	0	0	1	0	1	4	0	0
hsa-miR-651-3p	2	2	0	0	0	1	0	1	0	1	1	1	0	2	0
hsa-miR-651-5p	30	23	24	23	26	13	26	31	17	17	40	27	50	43	13
hsa-miR-6510-3p	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6510-5p	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6511a-3p	92	111	98	105	139	69	54	77	20	54	64	86	104	46	27
hsa-miR-6511a-5p	9	11	4	5	9	5	8	9	3	7	8	2	11	5	2
hsa-miR-6511b-3p	86	97	62	84	97	48	63	60	18	39	40	62	78	29	23
hsa-miR-6511b-5p	9	11	4	5	9	5	8	9	3	7	8	2	11	5	2
hsa-miR-6512-3p	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6512-5p	4	5	5	7	7	1	8	9	5	4	1	0	0	4	0
hsa-miR-6513-3p	0	2	2	1	1	1	1	0	0	0	1	1	0	0	0
hsa-miR-6513-5p	5	3	5	5	5	1	7	5	3	1	4	3	2	6	1
hsa-miR-6514-3p	2	2	2	2	4	0	2	3	0	1	0	0	1	1	1
hsa-miR-6514-5p	4	5	10	1	5	3	6	4	2	3	3	3	5	3	1
hsa-miR-6515-3p	0	1	2	2	1	0	0	0	0	0	1	0	2	1	0
hsa-miR-6515-5p	2	3	1	0	2	0	1	3	2	1	0	2	0	0	0
hsa-miR-6516-3p	12	14	12	13	15	2	6	9	5	9	10	9	13	4	2
hsa-miR-6516-5p	6	7	10	8	9	3	4	2	1	8	6	2	6	1	0
hsa-miR-652-3p	348	389	365	305	352	511	424	285	122	310	789	707	943	630	360
hsa-miR-652-5p	17	17	12	5	18	23	17	11	6	5	66	25	72	40	14
hsa-miR-653-3p	0	2	0	0	1	0	2	1	1	1	0	0	0	1	1
hsa-miR-653-5p	9	6	5	3	4	10	24	14	2	15	10	10	10	6	4
hsa-miR-654-3p	596	697	516	647	788	424	297	209	43	223	514	544	421	152	72
hsa-miR-654-5p	9	10	6	12	15	6	6	6	3	3	12	8	5	2	1
hsa-miR-655-3p	22	38	27	44	44	24	17	13	9	34	18	26	14	9	4
hsa-miR-655-5p	13	13	8	3	5	0	0	1	0	1	1	1	0	0	0
hsa-miR-656-3p	134	122	125	131	153	48	33	24	15	44	50	59	54	10	1
hsa-miR-656-5p	1	1	0	5	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-657	2	0	0	2	4	2	0	0	0	0	0	1	0	0	0
hsa-miR-658	6	4	4	7	4	2	5	4	0	1	9	0	0	1	0
hsa-miR-659-3p	0	0	0	1	0	0	2	0	0	0	1	0	1	0	1
hsa-miR-659-5p	15	8	4	7	11	7	8	8	3	4	4	7	6	7	3
hsa-miR-660-3p	8	4	3	2	2	1	7	4	1	0	5	2	4	7	3
hsa-miR-660-5p	619	729	581	792	854	504	672	645	267	710	798	869	1116	994	598
hsa-miR-661	2	0	0	1	0	4	1	0	1	0	0	0	1	1	1
hsa-miR-662	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-663a	18	19	11	11	20	1	13	9	6	3	3	2	3	6	3
hsa-miR-663b	10	12	8	9	9	1	2	0	5	2	1	0	0	2	1
hsa-miR-664a-3p	187	200	165	211	258	218	152	132	82	844	220	161	366	372	148
hsa-miR-664a-5p	34	30	24	39	33	28	24	27	14	26	53	53	63	49	23
hsa-miR-664b-3p	26	36	28	29	37	24	31	29	10	61	18	17	24	29	7
hsa-miR-664b-5p	10	7	6	19	17	5	8	8	5	15	5	9	7	2	1
hsa-miR-665	4	5	4	2	9	2	3	3	2	0	5	4	3	1	1
hsa-miR-668-3p	84	85	66	73	102	45	45	35	7	17	39	43	49	12	5
hsa-miR-668-5p	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-670-3p	20	23	16	76	60	12	8	14	2	7	70	22	51	17	7
hsa-miR-670-5p	0	1	1	2	3	0	1	1	0	0	3	0	0	0	0
hsa-miR-671-3p	92	103	91	73	103	66	99	73	21	29	89	88	93	44	25
hsa-miR-671-5p	19	31	22	22	41	13	29	27	20	23	30	39	39	31	13
hsa-miR-6715a-3p	0	0	1	0	0	0	0	1	0	3	0	0	0	6	0
hsa-miR-6715b-3p	3	5	0	1	0	1	1	0	0	0	0	0	0	4	0
hsa-miR-6715b-5p	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-6716-3p	45	69	44	39	50	28	44	21	15	19	8	27	27	10	6
hsa-miR-6716-5p	3	2	3	4	2	3	3	0	4	1	1	0	0	2	7
hsa-miR-6717-5p	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-6718-5p	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1
hsa-miR-6719-3p	2	2	3	2	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-6720-3p	3	3	1	1	2	0	0	1	0	0	0	0	1	0	0
hsa-miR-6720-5p	1	3	2	0	0	0	1	0	0	1	1	1	2	0	0
hsa-miR-6721-5p	3	4	4	0	1	1	1	0	0	1	0	4	3	4	1
hsa-miR-6722-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6722-5p	0	0	0	0	2	0	0	2	1	1	1	0	0	0	0
hsa-miR-6723-5p	25	39	32	36	29	18	22	30	12	4	26	17	30	25	11
hsa-miR-6724-5p	5	10	4	6	8	4	9	10	1	0	2	6	4	20	6
hsa-miR-6726-3p	8	13	4	12	11	2	8	6	0	3	4	4	5	1	0
hsa-miR-6726-5p	0	2	0	0	0	1	1	1	1	0	0	0	2	0	0
hsa-miR-6727-3p	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0
hsa-miR-6727-5p	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-6728-3p	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
hsa-miR-6728-5p	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6729-3p	2	0	0	1	1	0	0	1	0	0	0	0	1	1	0
hsa-miR-6729-5p	0	0	1	0	1	3	1	0	1	1	2	2	2	8	1
hsa-miR-6730-3p	2	0	2	1	2	0	1	0	1	0	1	2	2	1	0
hsa-miR-6730-5p	1	1	1	0	0	0	1	2	0	0	0	0	1	0	2
hsa-miR-6731-3p	1	1	0	1	0	2	2	3	1	1	0	1	1	0	0
hsa-miR-6731-5p	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-3p	1	0	3	0	1	0	1	1	0	0	0	2	2	2	0
hsa-miR-6732-5p	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6733-3p	6	4	5	6	3	8	3	2	1	2	1	5	3	3	0
hsa-miR-6733-5p	2	4	1	1	3	4	2	0	0	1	2	2	0	3	0
hsa-miR-6734-3p	3	3	4	2	0	1	2	4	0	0	0	2	0	0	0
hsa-miR-6734-5p	11	10	10	8	11	7	6	6	5	6	0	3	1	2	0
hsa-miR-6735-3p	3	5	1	6	1	0	3	1	1	1	1	0	2	2	2
hsa-miR-6735-5p	3	4	1	3	2	2	1	2	0	2	4	1	2	1	0
hsa-miR-6736-3p	3	1	1	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6736-5p	0	0	2	0	0	1	1	2	1	0	0	0	0	0	0
hsa-miR-6737-3p	4	3	4	7	4	3	3	3	1	1	2	4	6	4	1
hsa-miR-6737-5p	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
hsa-miR-6738-3p	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0
hsa-miR-6738-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6739-3p	1	1	0	1	3	0	3	1	1	0	1	3	1	1	0
hsa-miR-6739-5p	4	2	0	1	2	1	1	1	0	0	0	0	2	2	0
hsa-miR-6740-3p	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0
hsa-miR-6740-5p	0	2	1	0	0	1	1	1	0	0	1	1	0	1	0
hsa-miR-6741-3p	3	4	10	6	5	7	9	3	3	0	4	3	2	2	2
hsa-miR-6741-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6742-3p	0	3	1	4	3	2	2	0	0	1	1	0	2	0	2
hsa-miR-6742-5p	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0
hsa-miR-6743-3p	1	4	2	0	3	0	2	0	0	3	2	2	1	1	1
hsa-miR-6743-5p	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6744-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6744-5p	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6745	1	2	1	1	3	0	0	0	0	3	0	0	0	0	0
hsa-miR-6746-3p	1	1	1	0	2	0	1	1	0	1	4	1	1	2	1
hsa-miR-6746-5p	1	0	1	0	2	1	1	1	0	0	0	0	0	0	1
hsa-miR-6747-3p	5	2	4	1	1	5	1	1	0	2	3	0	0	0	0
hsa-miR-6747-5p	0	1	1	2	1	0	1	0	1	0	0	0	0	1	1
hsa-miR-6748-3p	0	0	0	0	0	2	0	0	0	0	0	2	0	1	1
hsa-miR-6748-5p	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-6749-3p	5	5	8	3	2	6	5	1	1	0	1	3	1	3	1
hsa-miR-6749-5p	0	0	2	0	1	0	1	1	1	0	0	0	0	0	0
hsa-miR-675-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-675-5p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6750-3p	1	1	2	2	3	2	4	1	1	2	0	0	1	1	1
hsa-miR-6750-5p	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0
hsa-miR-6751-3p	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-6751-5p	0	0	0	0	0	0	2	2	0	0	0	0	0	4	0
hsa-miR-6752-3p	8	7	7	23	23	11	10	11	4	4	2	8	8	22	16
hsa-miR-6752-5p	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6753-3p	3	2	2	0	1	1	0	0	0	0	1	0	0	0	0
hsa-miR-6753-5p	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6754-3p	5	2	1	5	1	1	1	0	0	0	0	0	2	2	0
hsa-miR-6754-5p	1	0	1	0	1	0	4	0	0	0	0	0	0	0	0
hsa-miR-6755-3p	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-6755-5p	3	1	0	2	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6756-3p	5	12	5	12	13	8	5	4	1	0	0	6	4	4	1
hsa-miR-6756-5p	3	1	0	2	2	0	1	2	0	0	0	2	0	2	0
hsa-miR-6757-3p	2	3	2	3	4	3	5	2	0	1	1	1	1	1	1
hsa-miR-6757-5p	2	1	2	1	1	1	0	1	0	0	0	0	1	1	0
hsa-miR-6758-3p	0	1	0	0	0	0	1	0	0	2	1	1	0	0	0
hsa-miR-6758-5p	12	8	14	9	7	1	5	1	1	0	0	1	0	0	0
hsa-miR-6759-3p	1	1	0	1	1	0	2	0	0	0	0	0	1	0	0
hsa-miR-6759-5p	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-676-3p	9	9	13	12	26	6	20	19	4	9	13	11	13	10	2
hsa-miR-676-5p	5	1	2	0	2	1	1	1	0	0	1	0	0	1	1
hsa-miR-6760-3p	3	5	2	0	1	3	0	1	0	0	0	1	0	0	0
hsa-miR-6760-5p	1	2	1	0	0	0	1	0	0	1	0	0	0	0	1
hsa-miR-6761-3p	0	1	0	1	1	0	1	3	0	0	0	0	0	1	1
hsa-miR-6761-5p	2	1	2	1	3	2	3	2	0	1	2	1	10	0	2
hsa-miR-6762-3p	5	8	7	5	8	1	5	4	2	2	5	4	3	4	4
hsa-miR-6762-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6763-3p	1	3	1	1	1	0	2	1	0	1	0	0	0	1	1
hsa-miR-6763-5p	0	3	1	0	1	0	0	1	0	0	0	0	0	1	0
hsa-miR-6764-3p	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6764-5p	3	1	0	3	0	0	2	1	0	0	0	0	0	1	0
hsa-miR-6765-3p	2	4	2	4	2	1	3	0	0	2	2	5	0	0	1
hsa-miR-6765-5p	2	1	0	0	0	0	0	1	0	1	1	0	0	0	1
hsa-miR-6766-3p	0	2	0	4	4	3	2	1	0	2	1	3	0	2	2
hsa-miR-6766-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-6767-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6767-5p	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6768-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-6768-5p	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0
hsa-miR-6769a-3p	1	3	1	0	0	0	1	1	0	0	0	0	0	1	0
hsa-miR-6769a-5p	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6769b-3p	1	2	0	4	1	1	2	2	1	0	1	5	4	2	3
hsa-miR-6769b-5p	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6770-3p	6	6	2	3	4	3	2	8	0	1	7	6	3	4	1
hsa-miR-6770-5p	1	1	2	1	7	1	1	2	1	0	0	2	0	1	1
hsa-miR-6771-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6771-5p	1	0	0	0	0	1	0	1	1	0	1	0	1	0	3
hsa-miR-6772-3p	10	12	11	2	9	5	5	2	2	3	1	2	8	1	0
hsa-miR-6772-5p	2	2	1	0	2	1	0	4	2	0	0	2	0	0	0
hsa-miR-6773-3p	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6773-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6774-3p	0	0	0	0	0	0	2	2	0	1	0	0	0	2	2
hsa-miR-6774-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6775-3p	3	1	3	3	2	2	1	3	0	0	2	2	4	0	6
hsa-miR-6775-5p	0	1	0	1	2	0	0	1	0	1	0	0	0	0	0
hsa-miR-6776-3p	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0
hsa-miR-6776-5p	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6777-3p	7	10	1	11	12	12	3	7	1	5	5	8	0	0	0
hsa-miR-6777-5p	2	3	0	0	2	1	1	4	0	1	0	0	0	1	0
hsa-miR-6778-3p	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6778-5p	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-6779-3p	2	0	3	1	0	0	0	1	0	0	1	0	0	1	1
hsa-miR-6779-5p	2	1	1	1	1	0	2	1	0	0	0	1	1	0	0
hsa-miR-6780a-3p	1	1	2	2	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-6780a-5p	2	1	2	0	1	0	2	2	1	1	1	1	1	0	0
hsa-miR-6780b-3p	1	0	2	1	1	1	1	0	0	0	0	0	0	0	1
hsa-miR-6780b-5p	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-6781-3p	2	1	2	2	3	2	2	3	0	1	0	1	0	0	0
hsa-miR-6781-5p	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6782-3p	2	4	2	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-6782-5p	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-6783-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6783-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6784-3p	5	4	1	6	3	4	3	2	1	3	5	2	6	5	3
hsa-miR-6784-5p	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-6785-3p	1	1	0	2	0	0	0	1	0	0	0	0	1	1	0
hsa-miR-6785-5p	1	0	0	0	1	0	2	1	0	0	0	0	1	1	0
hsa-miR-6786-3p	4	5	4	5	7	3	3	5	2	0	0	1	1	4	1
hsa-miR-6786-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6787-3p	0	1	3	0	0	1	0	1	0	0	0	1	1	0	0
hsa-miR-6787-5p	2	2	1	5	1	1	1	0	0	0	0	1	1	0	0
hsa-miR-6788-3p	5	2	3	1	0	0	4	1	1	0	1	0	2	0	0
hsa-miR-6788-5p	2	0	1	1	0	0	0	0	0	1	1	0	0	1	0
hsa-miR-6789-3p	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1
hsa-miR-6789-5p	1	2	0	0	2	0	2	1	0	0	0	1	1	0	1
hsa-miR-6790-3p	0	1	0	2	0	0	1	1	0	0	0	1	0	0	0
hsa-miR-6790-5p	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6791-3p	4	5	2	6	3	1	1	4	0	0	0	1	2	0	1
hsa-miR-6791-5p	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-6792-3p	3	1	0	3	3	0	0	0	0	0	0	0	0	2	0
hsa-miR-6792-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6793-3p	6	4	5	7	7	4	8	3	4	6	2	2	3	0	1
hsa-miR-6793-5p	2	4	2	0	1	0	1	1	0	0	0	0	0	0	0
hsa-miR-6794-3p	2	2	5	6	2	3	3	1	0	2	3	1	3	2	2
hsa-miR-6794-5p	0	1	3	0	1	0	1	1	0	0	0	0	0	0	0
hsa-miR-6795-3p	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0
hsa-miR-6795-5p	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-6796-3p	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0
hsa-miR-6796-5p	3	3	3	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-6797-3p	0	2	2	0	1	0	0	1	0	1	0	1	0	0	0
hsa-miR-6797-5p	3	0	0	1	0	0	3	2	0	0	0	0	1	0	1
hsa-miR-6798-3p	5	5	2	2	5	1	1	1	0	0	0	2	2	2	0
hsa-miR-6798-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6799-3p	0	0	2	1	2	0	2	2	0	0	0	0	1	1	0
hsa-miR-6799-5p	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-6800-3p	0	1	2	0	1	2	1	3	0	2	0	0	1	0	0
hsa-miR-6800-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6801-3p	0	2	0	1	3	1	0	0	0	4	0	0	0	0	1
hsa-miR-6801-5p	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6802-3p	1	6	0	1	1	1	6	0	0	2	0	2	1	1	0
hsa-miR-6802-5p	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6803-3p	11	6	5	4	6	10	10	5	2	4	4	5	9	4	0
hsa-miR-6803-5p	5	10	4	5	6	7	1	3	1	18	1	0	1	2	0
hsa-miR-6804-3p	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0
hsa-miR-6804-5p	5	5	8	23	22	2	1	10	8	5	0	0	12	2	0
hsa-miR-6805-3p	2	4	1	0	2	1	2	1	0	2	0	2	0	0	0
hsa-miR-6805-5p	6	1	1	0	1	1	0	0	0	0	0	1	0	1	0
hsa-miR-6806-3p	1	0	1	1	3	0	0	3	0	1	0	1	0	1	0
hsa-miR-6806-5p	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
